10001;12/12/2022;Puchong;Subang;y;y;47100;58000;1;500.0;50.0;012345678;01122334455;true
10002;3/3/2022;Puchong;Subang;y;y;47100;58000;1;500.0;50.0;012345678;01122334455;true
10003;3-3-2022;Puchong;Subang;y;y;47100;58000;1;500.0;50.0;012345678;01122334455;false
10004;12/12/2022;Puchong;Subang;y;y;50000;58000;1;500.0;50.0;012345678;01122334455;true
10005;12/12/2022;Puchong;Subang;y;y;10000;58000;1;500.0;50.0;012345678;01122334455;false
10006;12/12/2022;Puchong;Subang;y;y;47100;60000;1;500.0;50.0;012345678;01122334455;true
10007;12/12/2022;Puchong;Subang;y;y;47100;20000;1;500.0;50.0;012345678;01122334455;false
10008;12/12/2022;Puchong;Subang;y;y;47100;58000;2;500.0;50.0;012345678;01122334455;true
10009;12/12/2022;Puchong;Subang;y;y;47100;58000;0;500.0;50.0;012345678;01122334455;false
10010;12/12/2022;Puchong;Subang;y;y;47100;58000;1;1000;50.0;012345678;01122334455;true
10011;12/12/2022;Puchong;Subang;y;y;47100;58000;1;-50;50.0;012345678;01122334455;false
10012;12/12/2022;Puchong;Subang;y;y;47100;58000;1;500.0;50.0;012345678;01122334455;true
10013;12/12/2022;Puchong;Subang;y;y;47100;58000;1;500.0;200;012345678;01122334455;false
10014;12/12/2022;Puchong;Subang;y;y;47100;58000;1;500.0;-50.0;012345678;01122334455;false
10015;12/12/2022;Puchong;Subang;y;y;47100;58000;1;500.0;50.0;012345678;01122334455;true
10016;12/12/2022;Puchong;Subang;Yes;y;47100;58000;1;500.0;50.0;012345678;01122334455;false
10017;12/12/2022;Puchong;Subang;n;y;47100;58000;1;500.0;50.0;012345678;01122334455;true
10018;12/12/2022;Puchong;Subang;No;y;47100;58000;1;500.0;50.0;012345678;01122334455;false
10019;12/12/2022;Puchong;Subang;y;y;47100;58000;1;500.0;50.0;012345678;01122334455;true
10020;12/12/2022;Puchong;Subang;y;Yes;47100;58000;1;500.0;50.0;012345678;01122334455;false
10021;12/12/2022;Puchong;Subang;y;n;47100;58000;1;500.0;50.0;012345678;01122334455;true
10022;12/12/2022;Puchong;Subang;y;No;47100;58000;1;500.0;50.0;012345678;01122334455;false
